GeneID	TISSUE_001	TISSUE_002	TISSUE_003	TISSUE_004	TISSUE_005	TISSUE_006	TISSUE_007	TISSUE_008	TISSUE_009	TISSUE_010	TISSUE_011	TISSUE_012	TISSUE_013	TISSUE_014	TISSUE_015	TISSUE_016	TISSUE_017	TISSUE_018	TISSUE_019	TISSUE_020	TISSUE_021	TISSUE_022	TISSUE_023	TISSUE_024	TISSUE_025	TISSUE_026	TISSUE_027	TISSUE_028	TISSUE_029	TISSUE_030	TISSUE_031	TISSUE_032	TISSUE_033	TISSUE_034	TISSUE_035	TISSUE_036	TISSUE_037	TISSUE_038	TISSUE_039	TISSUE_040	TISSUE_041	TISSUE_042	TISSUE_043	TISSUE_044	TISSUE_045	TISSUE_046	TISSUE_047	TISSUE_048	TISSUE_049	TISSUE_050	TISSUE_051	TISSUE_052	TISSUE_053	TISSUE_054	TISSUE_055	TISSUE_056	TISSUE_057	TISSUE_058	TISSUE_059	TISSUE_060	TISSUE_061	TISSUE_062	TISSUE_063	TISSUE_064	TISSUE_065	TISSUE_066	TISSUE_067	TISSUE_068	TISSUE_069	TISSUE_070	TISSUE_071	TISSUE_072	TISSUE_073	TISSUE_074	TISSUE_075	TISSUE_076	TISSUE_077	TISSUE_078	TISSUE_079	TISSUE_080	TISSUE_081	TISSUE_082	TISSUE_083	TISSUE_084	TISSUE_085	TISSUE_086	TISSUE_087	TISSUE_088	TISSUE_089	TISSUE_090	TISSUE_091	TISSUE_092	TISSUE_093	TISSUE_094	TISSUE_095	TISSUE_096	TISSUE_097	TISSUE_098	TISSUE_099	TISSUE_100
100003768	2.901	2.765	2.683	2.655	2.675	2.742	2.847	2.986	3.151	3.333	3.524	3.718	3.904	4.077	4.230	4.356	4.453	4.516	4.544	4.537	4.495	4.422	4.321	4.197	4.057	3.906	3.753	3.605	3.470	3.356	3.269	3.216	3.202	3.231	3.307	3.431	3.602	3.820	4.081	4.380	4.711	5.067	5.439	5.818	6.194	6.556	6.895	7.200	7.461	7.671	7.821	7.906	7.920	7.861	7.727	7.519	7.240	6.894	6.488	6.028	5.526	4.991	4.435	3.870	3.310	2.765	2.251	1.777	1.355	0.995	0.706	0.493	0.363	0.317	0.358	0.483	0.690	0.973	1.326	1.741	2.206	2.712	3.247	3.797	4.351	4.896	5.420	5.911	6.360	6.757	7.094	7.366	7.568	7.699	7.757	7.744	7.664	7.520	7.321	7.072
100003769	2.891	2.760	2.682	2.657	2.682	2.751	2.860	3.000	3.166	3.349	3.541	3.734	3.919	4.091	4.241	4.365	4.459	4.519	4.544	4.534	4.490	4.414	4.311	4.185	4.043	3.892	3.739	3.592	3.458	3.345	3.260	3.210	3.199	3.232	3.312	3.440	3.615	3.837	4.101	4.403	4.736	5.094	5.467	5.846	6.222	6.583	6.920	7.222	7.480	7.686	7.832	7.911	7.920	7.855	7.716	7.503	7.219	6.868	6.457	5.994	5.489	4.952	4.395	3.830	3.270	2.727	2.215	1.744	1.327	0.972	0.688	0.481	0.357	0.317	0.364	0.495	0.708	0.997	1.354	1.773	2.242	2.750	3.286	3.837	4.391	4.934	5.456	5.944	6.389	6.782	7.114	7.381	7.578	7.703	7.756	7.738	7.653	7.505	7.302	7.050
100003770	2.882	2.755	2.682	2.660	2.688	2.761	2.872	3.015	3.182	3.366	3.558	3.750	3.934	4.104	4.252	4.374	4.465	4.522	4.544	4.531	4.484	4.405	4.300	4.173	4.030	3.878	3.725	3.578	3.446	3.335	3.252	3.205	3.197	3.234	3.317	3.449	3.628	3.853	4.121	4.425	4.761	5.121	5.495	5.875	6.250	6.610	6.945	7.244	7.499	7.701	7.842	7.917	7.920	7.850	7.705	7.486	7.197	6.841	6.426	5.960	5.452	4.913	4.355	3.789	3.230	2.689	2.179	1.712	1.299	0.949	0.670	0.469	0.351	0.318	0.371	0.508	0.726	1.020	1.383	1.805	2.277	2.788	3.325	3.877	4.430	4.972	5.492	5.977	6.418	6.806	7.134	7.396	7.588	7.707	7.755	7.732	7.642	7.490	7.283	7.028
100003771	2.873	2.750	2.681	2.664	2.695	2.771	2.884	3.029	3.198	3.382	3.574	3.766	3.949	4.117	4.263	4.382	4.470	4.525	4.544	4.527	4.477	4.397	4.289	4.160	4.016	3.864	3.711	3.565	3.433	3.324	3.244	3.200	3.196	3.236	3.323	3.458	3.641	3.870	4.141	4.448	4.787	5.148	5.523	5.903	6.278	6.637	6.969	7.266	7.518	7.715	7.852	7.921	7.919	7.844	7.693	7.469	7.175	6.815	6.395	5.926	5.415	4.874	4.314	3.749	3.190	2.651	2.144	1.681	1.271	0.926	0.653	0.458	0.346	0.319	0.378	0.521	0.745	1.045	1.412	1.838	2.313	2.826	3.365	3.917	4.469	5.010	5.527	6.010	6.447	6.831	7.154	7.410	7.597	7.711	7.753	7.725	7.631	7.475	7.264	7.006
100003772	2.865	2.746	2.681	2.668	2.703	2.781	2.897	3.044	3.214	3.399	3.591	3.782	3.964	4.130	4.274	4.391	4.476	4.527	4.543	4.524	4.471	4.388	4.278	4.148	4.002	3.850	3.697	3.551	3.421	3.314	3.237	3.195	3.194	3.238	3.329	3.468	3.655	3.887	4.161	4.472	4.812	5.175	5.551	5.932	6.306	6.663	6.994	7.288	7.536	7.729	7.861	7.926	7.918	7.837	7.681	7.452	7.152	6.787	6.364	5.891	5.377	4.834	4.274	3.708	3.151	2.613	2.109	1.649	1.244	0.904	0.636	0.447	0.341	0.321	0.386	0.535	0.765	1.069	1.441	1.871	2.349	2.864	3.404	3.956	4.508	5.048	5.563	6.042	6.475	6.855	7.173	7.424	7.605	7.714	7.751	7.718	7.619	7.459	7.245	6.984
100003773	2.857	2.742	2.681	2.672	2.710	2.791	2.910	3.059	3.230	3.416	3.608	3.798	3.978	4.143	4.285	4.399	4.481	4.529	4.542	4.520	4.464	4.379	4.267	4.135	3.989	3.835	3.683	3.538	3.409	3.304	3.229	3.191	3.193	3.240	3.335	3.478	3.669	3.904	4.182	4.495	4.838	5.202	5.580	5.960	6.334	6.690	7.018	7.309	7.554	7.743	7.870	7.930	7.917	7.830	7.669	7.434	7.129	6.760	6.333	5.856	5.339	4.795	4.233	3.668	3.111	2.576	2.074	1.618	1.217	0.882	0.620	0.437	0.337	0.323	0.394	0.549	0.785	1.094	1.470	1.904	2.385	2.902	3.444	3.996	4.548	5.085	5.598	6.074	6.504	6.878	7.192	7.438	7.614	7.717	7.749	7.711	7.607	7.443	7.225	6.961
100003774	2.849	2.739	2.682	2.676	2.718	2.802	2.923	3.074	3.246	3.432	3.624	3.813	3.993	4.155	4.295	4.406	4.486	4.531	4.541	4.516	4.458	4.369	4.256	4.122	3.975	3.821	3.668	3.525	3.398	3.294	3.222	3.186	3.192	3.243	3.342	3.488	3.683	3.922	4.202	4.519	4.864	5.230	5.608	5.989	6.361	6.716	7.043	7.331	7.571	7.756	7.879	7.933	7.915	7.823	7.656	7.416	7.106	6.732	6.301	5.820	5.302	4.755	4.193	3.628	3.072	2.538	2.040	1.587	1.191	0.861	0.604	0.427	0.333	0.325	0.403	0.564	0.805	1.119	1.500	1.937	2.422	2.941	3.483	4.036	4.587	5.123	5.633	6.105	6.531	6.902	7.210	7.451	7.622	7.720	7.746	7.704	7.595	7.427	7.205	6.939
100003775	2.842	2.735	2.682	2.680	2.725	2.813	2.936	3.089	3.262	3.449	3.640	3.829	4.007	4.168	4.305	4.414	4.490	4.533	4.539	4.511	4.451	4.360	4.244	4.109	3.961	3.807	3.654	3.512	3.386	3.285	3.215	3.182	3.191	3.246	3.348	3.499	3.697	3.940	4.223	4.542	4.890	5.257	5.636	6.017	6.389	6.743	7.067	7.352	7.589	7.770	7.887	7.936	7.913	7.815	7.643	7.397	7.083	6.704	6.268	5.785	5.264	4.715	4.152	3.587	3.033	2.501	2.005	1.556	1.165	0.840	0.588	0.417	0.330	0.328	0.412	0.579	0.825	1.145	1.530	1.971	2.458	2.979	3.523	4.076	4.625	5.160	5.667	6.137	6.559	6.925	7.228	7.464	7.629	7.722	7.743	7.696	7.583	7.410	7.185	6.916
100003776	2.835	2.732	2.683	2.685	2.734	2.824	2.950	3.104	3.278	3.465	3.657	3.845	4.021	4.180	4.315	4.421	4.495	4.534	4.538	4.507	4.443	4.350	4.233	4.096	3.947	3.792	3.640	3.498	3.374	3.275	3.208	3.178	3.191	3.249	3.356	3.510	3.712	3.958	4.245	4.566	4.916	5.285	5.665	6.046	6.417	6.769	7.090	7.373	7.606	7.782	7.895	7.939	7.910	7.807	7.629	7.378	7.059	6.675	6.236	5.749	5.225	4.676	4.112	3.547	2.993	2.464	1.971	1.526	1.139	0.819	0.573	0.408	0.327	0.331	0.421	0.594	0.846	1.171	1.560	2.005	2.495	3.018	3.562	4.115	4.664	5.197	5.702	6.168	6.586	6.947	7.246	7.476	7.636	7.724	7.740	7.687	7.570	7.393	7.165	6.893
100003777	2.828	2.730	2.685	2.690	2.742	2.835	2.963	3.119	3.294	3.482	3.673	3.860	4.035	4.192	4.325	4.428	4.499	4.535	4.536	4.502	4.436	4.340	4.221	4.083	3.933	3.778	3.626	3.485	3.363	3.266	3.201	3.175	3.191	3.253	3.363	3.521	3.727	3.976	4.266	4.591	4.942	5.313	5.693	6.074	6.445	6.795	7.114	7.393	7.623	7.795	7.903	7.942	7.907	7.799	7.615	7.359	7.034	6.647	6.203	5.713	5.187	4.636	4.071	3.507	2.954	2.427	1.937	1.496	1.113	0.799	0.559	0.399	0.324	0.335	0.431	0.610	0.867	1.197	1.591	2.039	2.532	3.057	3.602	4.155	4.703	5.234	5.736	6.199	6.613	6.970	7.263	7.489	7.643	7.725	7.736	7.679	7.557	7.376	7.145	6.870
100003778	2.821	2.727	2.686	2.695	2.751	2.846	2.977	3.134	3.311	3.498	3.689	3.876	4.049	4.204	4.334	4.435	4.503	4.536	4.534	4.497	4.428	4.330	4.209	4.069	3.919	3.764	3.612	3.472	3.352	3.257	3.195	3.172	3.191	3.257	3.371	3.533	3.742	3.995	4.288	4.615	4.969	5.341	5.722	6.103	6.472	6.821	7.138	7.413	7.639	7.807	7.910	7.944	7.904	7.790	7.601	7.339	7.010	6.618	6.170	5.677	5.149	4.596	4.031	3.466	2.915	2.391	1.904	1.466	1.088	0.779	0.545	0.391	0.322	0.339	0.442	0.626	0.889	1.224	1.622	2.074	2.569	3.096	3.642	4.194	4.741	5.270	5.770	6.229	6.639	6.991	7.280	7.500	7.649	7.726	7.732	7.670	7.543	7.359	7.124	6.847
100003779	2.815	2.725	2.688	2.701	2.759	2.858	2.990	3.149	3.327	3.515	3.706	3.891	4.063	4.216	4.344	4.441	4.506	4.537	4.531	4.492	4.420	4.320	4.197	4.056	3.904	3.749	3.598	3.460	3.340	3.248	3.189	3.169	3.192	3.261	3.379	3.545	3.757	4.014	4.310	4.640	4.995	5.369	5.750	6.131	6.500	6.846	7.161	7.433	7.655	7.819	7.917	7.945	7.900	7.780	7.586	7.319	6.985	6.588	6.137	5.641	5.110	4.556	3.990	3.426	2.877	2.354	1.870	1.437	1.064	0.759	0.531	0.384	0.321	0.344	0.452	0.643	0.911	1.251	1.653	2.108	2.606	3.134	3.681	4.234	4.780	5.307	5.804	6.259	6.665	7.013	7.297	7.511	7.655	7.727	7.728	7.660	7.530	7.341	7.103	6.823
100003780	2.809	2.724	2.690	2.707	2.768	2.870	3.004	3.165	3.343	3.532	3.722	3.906	4.077	4.227	4.353	4.448	4.510	4.537	4.529	4.486	4.412	4.310	4.185	4.043	3.890	3.735	3.585	3.447	3.329	3.239	3.183	3.166	3.192	3.266	3.387	3.557	3.773	4.033	4.332	4.664	5.022	5.397	5.779	6.159	6.527	6.872	7.184	7.453	7.671	7.830	7.923	7.946	7.896	7.770	7.571	7.299	6.959	6.558	6.104	5.604	5.071	4.515	3.949	3.386	2.838	2.318	1.837	1.408	1.039	0.740	0.517	0.376	0.320	0.349	0.464	0.660	0.934	1.278	1.684	2.143	2.643	3.173	3.721	4.273	4.818	5.343	5.837	6.289	6.691	7.034	7.313	7.522	7.661	7.727	7.723	7.651	7.515	7.323	7.082	6.800
100003781	2.804	2.722	2.693	2.713	2.778	2.882	3.018	3.180	3.359	3.548	3.738	3.921	4.090	4.239	4.361	4.454	4.513	4.537	4.526	4.481	4.404	4.299	4.172	4.029	3.876	3.721	3.571	3.434	3.319	3.231	3.177	3.163	3.193	3.270	3.396	3.569	3.789	4.053	4.355	4.689	5.049	5.425	5.808	6.188	6.554	6.897	7.207	7.473	7.687	7.841	7.930	7.947	7.891	7.760	7.555	7.278	6.934	6.528	6.070	5.568	5.032	4.475	3.909	3.346	2.799	2.282	1.804	1.379	1.015	0.721	0.505	0.369	0.319	0.355	0.475	0.678	0.957	1.305	1.716	2.178	2.681	3.212	3.761	4.313	4.856	5.379	5.870	6.319	6.716	7.055	7.328	7.533	7.666	7.727	7.717	7.641	7.501	7.305	7.061	6.776
100003782	2.799	2.721	2.696	2.719	2.787	2.894	3.032	3.196	3.376	3.565	3.754	3.936	4.103	4.250	4.370	4.460	4.516	4.537	4.523	4.475	4.395	4.289	4.160	4.015	3.862	3.706	3.557	3.422	3.308	3.222	3.172	3.161	3.195	3.276	3.405	3.582	3.806	4.073	4.378	4.715	5.076	5.453	5.836	6.216	6.582	6.923	7.229	7.492	7.702	7.852	7.935	7.948	7.886	7.750	7.539	7.257	6.908	6.498	6.036	5.531	4.993	4.435	3.868	3.306	2.761	2.246	1.772	1.351	0.992	0.703	0.492	0.363	0.319	0.361	0.487	0.695	0.980	1.333	1.748	2.213	2.718	3.252	3.800	4.352	4.894	5.415	5.903	6.348	6.742	7.075	7.344	7.543	7.670	7.726	7.712	7.630	7.487	7.287	7.039	6.752
100003783	2.794	2.720	2.699	2.726	2.797	2.906	3.047	3.211	3.392	3.581	3.770	3.951	4.116	4.261	4.378	4.465	4.518	4.536	4.519	4.468	4.387	4.278	4.147	4.002	3.847	3.692	3.543	3.409	3.297	3.214	3.166	3.159	3.196	3.281	3.414	3.595	3.823	4.093	4.401	4.740	5.103	5.481	5.865	6.244	6.609	6.948	7.252	7.511	7.717	7.862	7.941	7.948	7.881	7.739	7.522	7.235	6.881	6.467	6.002	5.493	4.954	4.394	3.828	3.266	2.723	2.210	1.740	1.323	0.968	0.685	0.480	0.357	0.319	0.367	0.500	0.714	1.003	1.362	1.780	2.249	2.756	3.291	3.840	4.391	4.932	5.451	5.936	6.377	6.766	7.095	7.359	7.552	7.675	7.725	7.706	7.620	7.472	7.268	7.018	6.728
100003784	2.789	2.720	2.702	2.733	2.807	2.918	3.061	3.227	3.409	3.597	3.785	3.965	4.129	4.271	4.387	4.471	4.521	4.536	4.516	4.462	4.378	4.267	4.135	3.988	3.833	3.678	3.530	3.397	3.287	3.206	3.161	3.157	3.198	3.287	3.423	3.608	3.839	4.113	4.424	4.766	5.130	5.510	5.894	6.273	6.636	6.973	7.274	7.530	7.732	7.872	7.946	7.947	7.875	7.727	7.506	7.213	6.854	6.436	5.967	5.456	4.914	4.354	3.787	3.226	2.685	2.175	1.708	1.295	0.945	0.668	0.468	0.352	0.320	0.374	0.513	0.732	1.027	1.390	1.813	2.284	2.794	3.330	3.880	4.430	4.970	5.486	5.968	6.406	6.791	7.115	7.373	7.562	7.679	7.724	7.699	7.609	7.456	7.250	6.996	6.704
100003785	2.785	2.720	2.706	2.740	2.817	2.931	3.075	3.243	3.425	3.614	3.801	3.980	4.142	4.282	4.395	4.476	4.523	4.535	4.512	4.455	4.369	4.256	4.122	3.974	3.819	3.663	3.516	3.385	3.277	3.199	3.157	3.156	3.201	3.293	3.433	3.622	3.857	4.133	4.447	4.791	5.158	5.538	5.923	6.301	6.663	6.998	7.296	7.548	7.746	7.882	7.950	7.947	7.869	7.715	7.488	7.191	6.827	6.405	5.932	5.419	4.875	4.314	3.746	3.187	2.647	2.139	1.676	1.267	0.923	0.651	0.457	0.347	0.321	0.382	0.526	0.752	1.051	1.419	1.845	2.320	2.832	3.369	3.919	4.469	5.008	5.522	6.001	6.435	6.815	7.134	7.387	7.571	7.682	7.722	7.693	7.597	7.441	7.231	6.974	6.680
100003786	2.781	2.720	2.710	2.747	2.827	2.944	3.090	3.259	3.441	3.630	3.817	3.994	4.155	4.292	4.402	4.481	4.525	4.534	4.508	4.449	4.359	4.244	4.109	3.960	3.804	3.649	3.503	3.373	3.267	3.191	3.152	3.155	3.203	3.299	3.444	3.636	3.874	4.154	4.471	4.817	5.185	5.567	5.951	6.329	6.690	7.022	7.318	7.567	7.760	7.891	7.954	7.945	7.862	7.703	7.471	7.168	6.800	6.374	5.897	5.381	4.835	4.273	3.706	3.147	2.609	2.104	1.644	1.240	0.901	0.634	0.447	0.342	0.323	0.390	0.540	0.771	1.076	1.448	1.878	2.356	2.870	3.409	3.959	4.508	5.045	5.557	6.033	6.463	6.839	7.153	7.401	7.579	7.685	7.720	7.686	7.586	7.425	7.211	6.952	6.655
100003787	2.778	2.720	2.714	2.755	2.837	2.957	3.105	3.275	3.458	3.646	3.832	4.008	4.167	4.302	4.410	4.485	4.526	4.532	4.503	4.441	4.350	4.233	4.096	3.946	3.790	3.635	3.489	3.361	3.257	3.184	3.148	3.154	3.206	3.306	3.454	3.650	3.892	4.175	4.495	4.843	5.213	5.595	5.980	6.357	6.716	7.047	7.339	7.585	7.774	7.900	7.958	7.944	7.855	7.691	7.453	7.145	6.772	6.342	5.862	5.343	4.796	4.232	3.665	3.108	2.571	2.070	1.613	1.213	0.879	0.618	0.436	0.338	0.325	0.398	0.555	0.791	1.101	1.478	1.911	2.392	2.908	3.448	3.998	4.547	5.082	5.592	6.064	6.490	6.862	7.172	7.414	7.587	7.688	7.718	7.678	7.574	7.409	7.192	6.929	6.631
100003788	2.774	2.721	2.718	2.762	2.848	2.970	3.120	3.290	3.474	3.663	3.848	4.022	4.179	4.312	4.417	4.490	4.528	4.531	4.499	4.434	4.340	4.221	4.083	3.932	3.775	3.621	3.476	3.349	3.247	3.177	3.144	3.153	3.209	3.312	3.465	3.665	3.910	4.197	4.519	4.869	5.241	5.624	6.009	6.385	6.743	7.071	7.361	7.602	7.787	7.909	7.962	7.942	7.847	7.677	7.434	7.121	6.744	6.310	5.826	5.305	4.756	4.192	3.625	3.068	2.534	2.035	1.582	1.187	0.858	0.602	0.426	0.334	0.328	0.407	0.569	0.811	1.126	1.507	1.945	2.428	2.947	3.487	4.038	4.586	5.119	5.626	6.096	6.518	6.885	7.190	7.427	7.595	7.690	7.715	7.671	7.561	7.393	7.172	6.907	6.606
100003789	2.771	2.722	2.723	2.770	2.859	2.983	3.134	3.306	3.491	3.679	3.863	4.036	4.191	4.322	4.424	4.494	4.529	4.529	4.494	4.427	4.330	4.209	4.069	3.918	3.761	3.607	3.463	3.337	3.238	3.170	3.140	3.153	3.212	3.320	3.476	3.680	3.928	4.218	4.543	4.896	5.269	5.653	6.037	6.413	6.769	7.095	7.382	7.620	7.800	7.917	7.965	7.939	7.839	7.664	7.416	7.098	6.716	6.277	5.791	5.267	4.716	4.151	3.584	3.029	2.497	2.001	1.552	1.161	0.837	0.587	0.417	0.331	0.331	0.416	0.584	0.832	1.152	1.537	1.979	2.465	2.985	3.527	4.078	4.625	5.156	5.661	6.127	6.545	6.908	7.208	7.440	7.602	7.692	7.712	7.662	7.549	7.376	7.152	6.884	6.582
100003790	2.769	2.723	2.728	2.779	2.870	2.996	3.149	3.322	3.507	3.695	3.878	4.050	4.203	4.331	4.431	4.498	4.530	4.527	4.489	4.419	4.320	4.197	4.056	3.903	3.746	3.592	3.450	3.326	3.228	3.163	3.137	3.153	3.216	3.327	3.487	3.695	3.947	4.240	4.567	4.922	5.297	5.681	6.066	6.441	6.796	7.119	7.403	7.637	7.813	7.925	7.967	7.937	7.831	7.650	7.396	7.073	6.687	6.245	5.755	5.228	4.676	4.110	3.544	2.990	2.460	1.967	1.522	1.135	0.816	0.572	0.408	0.328	0.334	0.426	0.600	0.853	1.178	1.568	2.012	2.502	3.024	3.566	4.117	4.663	5.193	5.695	6.158	6.572	6.930	7.225	7.452	7.609	7.694	7.708	7.654	7.536	7.359	7.132	6.861	6.557
100003791	2.766	2.725	2.733	2.787	2.881	3.010	3.165	3.338	3.523	3.711	3.894	4.064	4.215	4.341	4.437	4.501	4.530	4.524	4.484	4.411	4.310	4.185	4.043	3.889	3.732	3.578	3.437	3.315	3.219	3.157	3.133	3.153	3.220	3.335	3.499	3.710	3.966	4.262	4.592	4.949	5.325	5.710	6.095	6.469	6.822	7.143	7.423	7.653	7.825	7.932	7.970	7.933	7.822	7.636	7.377	7.049	6.658	6.212	5.719	5.190	4.636	4.070	3.504	2.950	2.423	1.933	1.492	1.110	0.796	0.557	0.400	0.326	0.338	0.436	0.616	0.874	1.204	1.598	2.047	2.538	3.062	3.606	4.156	4.702	5.230	5.729	6.188	6.598	6.952	7.242	7.464	7.615	7.695	7.704	7.645	7.523	7.342	7.111	6.838	6.532
100003792	2.764	2.727	2.739	2.796	2.893	3.023	3.180	3.355	3.540	3.727	3.909	4.077	4.226	4.350	4.444	4.505	4.531	4.522	4.478	4.403	4.300	4.173	4.029	3.875	3.717	3.564	3.424	3.303	3.210	3.151	3.130	3.154	3.224	3.343	3.511	3.726	3.985	4.284	4.617	4.976	5.353	5.739	6.124	6.497	6.848	7.167	7.444	7.670	7.837	7.940	7.971	7.930	7.813	7.621	7.357	7.024	6.629	6.178	5.682	5.151	4.596	4.029	3.463	2.912	2.386	1.899	1.462	1.085	0.776	0.543	0.392	0.324	0.343	0.446	0.632	0.896	1.231	1.629	2.081	2.575	3.101	3.645	4.196	4.740	5.266	5.762	6.218	6.625	6.973	7.259	7.475	7.622	7.696	7.700	7.636	7.509	7.325	7.091	6.815	6.507
100003793	2.763	2.729	2.744	2.805	2.904	3.037	3.195	3.371	3.556	3.743	3.923	4.090	4.237	4.359	4.450	4.508	4.531	4.519	4.472	4.395	4.289	4.161	4.015	3.860	3.703	3.550	3.411	3.292	3.201	3.145	3.128	3.155	3.229	3.352	3.523	3.742	4.004	4.307	4.642	5.003	5.381	5.768	6.152	6.524	6.874	7.190	7.464	7.686	7.849	7.946	7.973	7.926	7.803	7.606	7.336	6.999	6.599	6.145	5.646	5.112	4.556	3.988	3.423	2.873	2.350	1.866	1.433	1.060	0.757	0.530	0.384	0.323	0.348	0.457	0.649	0.918	1.258	1.660	2.116	2.613	3.140	3.685	4.235	4.778	5.303	5.796	6.248	6.650	6.995	7.275	7.486	7.627	7.696	7.695	7.627	7.495	7.307	7.070	6.792	6.482
100003794	2.761	2.731	2.750	2.814	2.916	3.051	3.210	3.387	3.572	3.759	3.938	4.104	4.248	4.367	4.456	4.511	4.531	4.516	4.467	4.386	4.278	4.148	4.002	3.846	3.688	3.536	3.398	3.281	3.193	3.139	3.125	3.156	3.234	3.360	3.536	3.758	4.024	4.329	4.667	5.030	5.410	5.797	6.181	6.552	6.899	7.213	7.484	7.702	7.860	7.953	7.974	7.921	7.793	7.591	7.316	6.973	6.569	6.111	5.609	5.073	4.515	3.948	3.383	2.834	2.313	1.833	1.404	1.036	0.738	0.517	0.377	0.322	0.353	0.469	0.666	0.941	1.285	1.692	2.150	2.650	3.179	3.724	4.274	4.817	5.339	5.829	6.278	6.676	7.015	7.291	7.497	7.633	7.696	7.690	7.617	7.481	7.289	7.049	6.768	6.457
100003795	2.760	2.734	2.757	2.823	2.928	3.065	3.226	3.403	3.589	3.774	3.953	4.117	4.259	4.376	4.461	4.513	4.530	4.512	4.460	4.377	4.267	4.135	3.988	3.831	3.674	3.523	3.386	3.271	3.184	3.133	3.123	3.157	3.239	3.369	3.549	3.775	4.044	4.352	4.692	5.057	5.438	5.826	6.210	6.579	6.925	7.236	7.503	7.717	7.871	7.959	7.975	7.916	7.783	7.575	7.295	6.947	6.539	6.077	5.572	5.034	4.475	3.907	3.343	2.795	2.277	1.800	1.375	1.012	0.719	0.504	0.370	0.322	0.359	0.480	0.684	0.964	1.313	1.724	2.185	2.687	3.217	3.764	4.314	4.855	5.374	5.862	6.307	6.701	7.036	7.306	7.507	7.637	7.696	7.685	7.607	7.467	7.271	7.028	6.745	6.432
100003796	2.759	2.737	2.763	2.833	2.940	3.079	3.241	3.419	3.605	3.790	3.967	4.129	4.270	4.384	4.467	4.516	4.530	4.509	4.454	4.368	4.256	4.123	3.974	3.817	3.659	3.509	3.373	3.260	3.176	3.128	3.121	3.159	3.244	3.379	3.562	3.791	4.064	4.375	4.718	5.085	5.467	5.855	6.238	6.607	6.951	7.259	7.522	7.733	7.882	7.964	7.975	7.911	7.772	7.558	7.273	6.921	6.508	6.043	5.535	4.995	4.435	3.866	3.303	2.757	2.241	1.768	1.347	0.989	0.701	0.491	0.364	0.322	0.365	0.493	0.702	0.987	1.341	1.756	2.220	2.725	3.256	3.803	4.353	4.892	5.410	5.895	6.336	6.726	7.056	7.321	7.517	7.642	7.695	7.679	7.596	7.452	7.253	7.007	6.721	6.406
100003797	2.759	2.740	2.770	2.843	2.953	3.093	3.257	3.435	3.621	3.806	3.982	4.142	4.280	4.392	4.472	4.518	4.529	4.505	4.447	4.359	4.245	4.110	3.960	3.802	3.645	3.495	3.361	3.250	3.168	3.123	3.119	3.161	3.250	3.388	3.575	3.809	4.085	4.399	4.744	5.112	5.495	5.884	6.267	6.634	6.976	7.281	7.541	7.748	7.892	7.969	7.975	7.905	7.761	7.542	7.251	6.894	6.477	6.008	5.498	4.955	4.394	3.826	3.263	2.719	2.206	1.735	1.319	0.965	0.684	0.480	0.358	0.322	0.372	0.505	0.720	1.011	1.369	1.788	2.256	2.762	3.296	3.843	4.392	4.930	5.446	5.927	6.365	6.750	7.076	7.336	7.526	7.646	7.694	7.673	7.586	7.437	7.234	6.985	6.697	6.381
100003798	2.758	2.744	2.777	2.853	2.965	3.107	3.272	3.451	3.637	3.821	3.996	4.155	4.291	4.399	4.477	4.520	4.528	4.501	4.440	4.350	4.234	4.097	3.946	3.788	3.630	3.481	3.349	3.239	3.160	3.118	3.118	3.163	3.256	3.398	3.589	3.826	4.105	4.422	4.770	5.140	5.524	5.913	6.295	6.661	7.001	7.304	7.560	7.762	7.902	7.974	7.974	7.899	7.749	7.525	7.229	6.867	6.446	5.974	5.460	4.916	4.353	3.785	3.223	2.681	2.170	1.703	1.291	0.943	0.666	0.468	0.353	0.323	0.379	0.519	0.739	1.035	1.398	1.820	2.291	2.800	3.335	3.882	4.431	4.968	5.481	5.959	6.394	6.775	7.095	7.350	7.536	7.650	7.693	7.666	7.575	7.422	7.216	6.963	6.673	6.356
100003799	2.759	2.748	2.784	2.863	2.978	3.122	3.288	3.468	3.653	3.837	4.010	4.167	4.301	4.407	4.481	4.521	4.526	4.496	4.433	4.340	4.222	4.084	3.932	3.773	3.616	3.468	3.336	3.229	3.153	3.114	3.117	3.166	3.263	3.409	3.603	3.844	4.126	4.446	4.796	5.168	5.553	5.942	6.324	6.688	7.026	7.326	7.579	7.776	7.912	7.979	7.973	7.893	7.737	7.507	7.206	6.840	6.414	5.939	5.422	4.876	4.313	3.744	3.183	2.643	2.135	1.672	1.264	0.920	0.649	0.457	0.348	0.324	0.386	0.532	0.758	1.059	1.427	1.853	2.327	2.838	3.374	3.922	4.470	5.005	5.516	5.991	6.422	6.798	7.114	7.364	7.544	7.653	7.691	7.660	7.563	7.407	7.197	6.941	6.649	6.330
